,query,scenario,variable,year_range,file_path
7,Can you display the near-surface air temperature data for the ssp119 CO2 emissions scenario covering the range 235101-240012?,ssp119,tas,235101-240012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_235101-240012.nc
8,Show me near-surface air temperature data for a ssp119 CO2 emissions scenario for 240101-245012,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,"I'd like to see the near-surface air temperature data for the ssp119 CO2 emissions scenario covering the time period from 240101 to 245012, please.",ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,Display the near-surface air temperature data related to the ssp119 CO2 emissions scenario from 240101 to 245012.,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,Could you provide me with the near-surface air temperature data corresponding to the ssp119 CO2 emissions scenario spanning 240101 to 245012?,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,I am interested in viewing the near-surface air temperature data for the ssp119 CO2 emissions scenario during the 240101-245012 timeframe.,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,Show me the near-surface air temperature data pertaining to the ssp119 CO2 emissions scenario for the years 240101 to 245012.,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,I would like to access the near-surface air temperature data associated with the ssp119 CO2 emissions scenario for the period 240101-245012.,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,Please present the near-surface air temperature data for the ssp119 CO2 emissions scenario covering the time range from 240101 to 245012.,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,I request the near-surface air temperature data related to the ssp119 CO2 emissions scenario for the duration 240101-245012.,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
8,Kindly show me the near-surface air temperature data for the ssp119 CO2 emissions scenario from 240101 to 245012.,ssp119,tas,240101-245012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_240101-245012.nc
9,Show me near-surface air temperature data for a ssp119 CO2 emissions scenario for 245101-250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,I would like to see the near-surface air temperature data for a ssp119 CO2 emissions scenario spanning from 245101 to 250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,I'm interested in the near-surface air temperature data related to the ssp119 CO2 emissions scenario covering the timeframe from 245101 to 250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,Could you please provide me with the near-surface air temperature data pertaining to the ssp119 CO2 emissions scenario during the period from 245101 to 250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,I'm looking for the near-surface air temperature data concerning the ssp119 CO2 emissions scenario for the period between 245101 and 250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,Kindly show me the near-surface air temperature data for the ssp119 CO2 emissions scenario for the range 245101-250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,Display the near-surface air temperature data associated with the ssp119 CO2 emissions scenario from 245101 to 250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,I want to examine the near-surface air temperature data for the ssp119 CO2 emissions scenario covering the time span 245101-250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,I am seeking the near-surface air temperature data for the ssp119 CO2 emissions scenario within the timeframe 245101-250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
9,Please present me with the near-surface air temperature data for the ssp119 CO2 emissions scenario for the interval 245101-250012,ssp119,tas,245101-250012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/tas/gn/v20200115/tas_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_245101-250012.nc
10,Show me precipitation data for a ssp119 CO2 emissions scenario for 201501-205012,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,Could you please provide me with the precipitation data corresponding to the ssp119 CO2 emissions scenario for the period of 201501-205012?,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,I'm interested in the precipitation data associated with the ssp119 CO2 emissions scenario for the time frame of 201501-205012.,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,Kindly present the precipitation data for the ssp119 CO2 emissions scenario covering the period from 201501 to 205012.,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,I would like to see the precipitation data related to the ssp119 CO2 emissions scenario from 201501 to 205012.,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,Can you show me the precipitation data for the ssp119 CO2 emissions scenario during the time span of 201501-205012?,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,Please show me the precipitation data for the ssp119 CO2 emissions scenario for the interval 201501-205012.,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,I'm seeking the precipitation data for the ssp119 CO2 emissions scenario for the range of 201501-205012.,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,Kindly provide the precipitation data for the ssp119 CO2 emissions scenario for the period between 201501 and 205012.,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
10,I'm interested in examining the precipitation data for the ssp119 CO2 emissions scenario throughout the period of 201501-205012.,ssp119,pr,201501-205012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_201501-205012.nc
11,Show me precipitation data for a ssp119 CO2 emissions scenario for 205101-210012,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,I would like to see the precipitation data for the ssp119 CO2 emissions scenario during the period from 205101 to 210012.,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,Kindly provide me with the precipitation data related to the ssp119 CO2 emissions scenario spanning from 205101 until 210012.,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,Could you display the precipitation data for the ssp119 CO2 emissions scenario for the time frame 205101-210012?,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,Please show me the precipitation data regarding the ssp119 CO2 emissions scenario for the period encompassing 205101-210012.,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,I'm interested in the precipitation data for the ssp119 CO2 emissions scenario specifically for the time period from 205101 to 210012.,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,I am requesting the precipitation data for the ssp119 CO2 emissions scenario for the range between 205101 and 210012.,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,Kindly furnish me with the precipitation data for the ssp119 CO2 emissions scenario for the span of time from 205101 to 210012.,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,I would appreciate it if you could provide me with the precipitation data related to the ssp119 CO2 emissions scenario during the period 205101-210012.,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
11,Please present the precipitation data for the ssp119 CO2 emissions scenario concerning the timeframe from 205101 to 210012.,ssp119,pr,205101-210012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_205101-210012.nc
12,Show me precipitation data for a ssp119 CO2 emissions scenario for 210101-215012,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,I would like to see the precipitation data regarding the ssp119 CO2 emissions scenario for the time period 210101-215012.,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,Please provide me with the precipitation data related to the ssp119 CO2 emissions scenario for the timeframe 210101-215012.,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,Could you display the precipitation data for the ssp119 CO2 emissions scenario spanning from 210101 to 215012?,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,I'm interested in the precipitation data specifically for the ssp119 CO2 emissions scenario during the period 210101-215012.,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,Kindly share the precipitation data linked to the ssp119 CO2 emissions forecast from 210101 to 215012.,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,Show me the precipitation data associated with the ssp119 CO2 emissions scenario covering the years 210101 through 215012.,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,I am looking for the precipitation data for the specific ssp119 CO2 emissions scenario from the year 210101 to 215012.,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,Please present the precipitation data corresponding to the ssp119 CO2 emissions scenario for the period 210101-215012.,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
12,Show me precipitation data for a ssp119 CO2 emissions scenario for 210101-215012,ssp119,pr,210101-215012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_210101-215012.nc
13,Show me precipitation data for a ssp119 CO2 emissions scenario for 215101-220012,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,I would like to see the precipitation data pertaining to the ssp119 CO2 emissions scenario between the years 215101 and 220012.,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,Please provide me with the precipitation data for the ssp119 CO2 emissions scenario from 215101 to 220012.,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,Kindly display the precipitation data for the ssp119 CO2 emissions scenario covering the period 215101-220012.,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,I am interested in viewing the precipitation data associated with the ssp119 CO2 emissions scenario during the time frame 215101-220012.,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,Could you show me the precipitation data for the ssp119 CO2 emissions scenario for the period 215101-220012?,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,I request the precipitation data for the ssp119 CO2 emissions scenario for the time span between 215101 and 220012.,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,Please present the precipitation data related to the ssp119 CO2 emissions scenario covering the period from 215101 to 220012.,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,Show me the precipitation data for the ssp119 CO2 emissions scenario from 215101 to 220012.,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
13,I'm seeking the precipitation data specific to the ssp119 CO2 emissions scenario for the time range 215101-220012.,ssp119,pr,215101-220012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_215101-220012.nc
14,Show me precipitation data for a ssp119 CO2 emissions scenario for 220101-225012,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,I would like to see the precipitation data related to the ssp119 CO2 emissions scenario for the time period from 220101 to 225012.,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,Bring up the precipitation data associated with the ssp119 CO2 emissions scenario covering the timeframe 220101 to 225012.,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,Could you provide me with the precipitation data for the ssp119 CO2 emissions scenario from 220101 to 225012?,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,I'm interested in examining the precipitation data regarding the ssp119 CO2 emissions projection for the time span between 220101 and 225012.,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,Please show me the precipitation data for the ssp119 CO2 emissions scenario starting from 220101 and ending at 225012.,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,Display the precipitation data corresponding to the ssp119 CO2 emissions scenario for the period 220101-225012.,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,I would appreciate it if you could show me the precipitation data associated with the ssp119 CO2 emissions projection for the range 220101 to 225012.,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,Kindly present me with the precipitation data for the ssp119 CO2 emissions scenario throughout the period 220101-225012.,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
14,I'd like to review the precipitation data for the ssp119 CO2 emissions scenario from 220101 to 225012.,ssp119,pr,220101-225012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_220101-225012.nc
15,Show me precipitation data for a ssp119 CO2 emissions scenario for 225101-230012,ssp119,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc
15,I need precipitation data related to the ssp119 CO2 emissions scenario from the year 225101 to 230012.,ssp119,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc
15,Can you provide me with the precipitation data linked to the ssp119 CO2 emissions scenario spanning from 225101 to 230012?,ssp119,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc
15,I'm interested in examining the precipitation data associated with the ssp119 CO2 emissions scenario within the timeframe of 225101 to 230012.,ssp119,pr,225101-230012,/cmip6/CMIP6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp119/r3i1p1f2/Amon/pr/gn/v20200115/pr_Amon_GISS-E2-1-G_ssp119_r3i1p1f2_gn_225101-230012.nc
